system:index,AREA_HA,Agriculture,BioResourceUse,BuiltUp,CODIGO_VER,COD_DPTO,CONSEJE,DESCRIPCIO,DPTOMPIO,EnergyMining,FUENTE,HumanAccess,NOMBRE_VER,NOMB_MPIO,NOM_DEP,NaturalSystemsMod,OBJECTID,OBSERVACIO,ORIG_FID,Overall,Pollution,SEUDONIMOS,SHAPE_Area,SHAPE_Leng,Transport,VIGENCIA,municipio,scope,year,.geo
0_00000000000000000018,1994.951159,0,0,1.58E-05,85015018,85,0,NULL,85015,0,EOT 2012,1.25E-04,LA PALMA,CHÁMEZA,CASANARE,0,9785,,63765,0.005109293,0.004969066,1,0.001626412,0.203985413,0,2017,Chameza,VEREDA,1990,"{""type"":""Polygon"",""coordinates"":[[[-72.97372289732532,5.150155342903456],[-72.97368253153502,5.15010593445576],[-72.97365568107247,5.1500565139447465],[-72.97352124850937,5.149804898000766],[-72.97350331815502,5.149661179839002],[-72.97349439802848,5.149607282829712],[-72.97354818908947,5.14917150976917],[-72.97355710921397,5.149072703502232],[-72.97361991048506,5.148529113178112],[-72.97364676095168,5.147859740170946],[-72.9735617044295,5.147401533085589],[-72.97352584372558,5.146889344818292],[-72.9735034983596,5.146494077934869],[-72.9734362820443,5.146273895793705],[-72.97340492643758,5.146170553797299],[-72.97331527460808,5.146076240047214],[-72.973131555828,5.145874041984436],[-72.97290756108477,5.145788739989043],[-72.972696991416,5.145712364825032],[-72.97253570771734,5.145662939695917],[-72.97226684123969,5.145586498463759],[-72.97225792106643,5.14558205120624],[-72.97205627099974,5.145465187525653],[-72.97167090084479,5.145227137293148],[-72.97150069624374,5.144993522581795],[-72.97148727088884,5.144980010876689],[-72.97138869812545,5.1447688377841585],[-72.97127219479722,5.1443331105920125],[-72.97123191869129,5.1441713738624095],[-72.97113334582136,5.143537910987969],[-72.97094521028454,5.143156097845095],[-72.97069877773363,5.142980856521254],[-72.97048820609619,5.142886529788351],[-72.97035377173059,5.142832647059503],[-72.97024618814164,5.142760699916658],[-72.96993262765326,5.142558560118037],[-72.96943976018271,5.142185694233442],[-72.96922918742354,5.141934105079256],[-72.96917990057604,5.141790317977168],[-72.96915746469509,5.141722917067567],[-72.96917990057604,5.141525231794326],[-72.96937704790435,5.141219764020764],[-72.96941741443024,5.1411569080985],[-72.96943083990274,5.141116469468268],[-72.96945327575776,5.141058090416148],[-72.96950256254824,5.140918834365506],[-72.96951598801591,5.140496552654556],[-72.96938164320116,5.140015828787483],[-72.9691844958767,5.139517193848574],[-72.96892463598942,5.139045428614879],[-72.96880362624265,5.138780411435487],[-72.96860656854028,5.138340170463357],[-72.96838256950768,5.137967279191849],[-72.96829742098629,5.137877386598657],[-72.96819884689252,5.137769553107887],[-72.96814955983024,5.137670783927075],[-72.96807783677426,5.13754496426475],[-72.96805098567482,5.137477601566964],[-72.96794349114225,5.13723046074899],[-72.96777319375254,5.137073219618962],[-72.96766119386801,5.136960895428116],[-72.96719075773183,5.136947432025755],[-72.96715489606116,5.136956385374714],[-72.96696675735804,5.137005800946613],[-72.96686818270958,5.137005782106125],[-72.96672032065986,5.1369338918476855],[-72.96665760766021,5.136906963788144],[-72.96636188320507,5.136893459358714],[-72.96631710101128,5.136902474530652],[-72.96617815902006,5.136920454721163],[-72.96604822746026,5.136938375408591],[-72.9660034452071,5.136942882468067],[-72.96592721624157,5.136857515163861],[-72.96590487015719,5.136844068122808],[-72.96582864115989,5.136794612634093],[-72.96572114561724,5.136808103331088],[-72.96556877758498,5.136695747295699],[-72.96552850050742,5.13656551845871],[-72.96551056954675,5.136507111909702],[-72.9654971438517,5.136197144190656],[-72.96553751103991,5.136017392526971],[-72.96555985715901,5.135914090243462],[-72.96557778811594,5.135797296440592],[-72.96559571907152,5.135666979001992],[-72.9655509367327,5.135509811314789],[-72.96549723395704,5.135343537446903],[-72.96534036051072,5.135096436510057],[-72.9652328647462,5.135029090986615],[-72.96517907179289,5.1349975945832576],[-72.96515672563785,5.134934714271273],[-72.965138794649,5.13488532546335],[-72.9651432999227,5.134880787824596],[-72.96517916189835,5.134647205204679],[-72.96535387632007,5.134004834604366],[-72.96538523299478,5.133923939087145],[-72.96542560020208,5.133816166515753],[-72.96531810447631,5.13364544977006],[-72.96523295485164,5.133546627736051],[-72.96515681574331,5.133456761893521],[-72.96514780519632,5.13345674506802],[-72.96501787307064,5.133420802514602],[-72.96499102162385,5.1333309075293485],[-72.96495966489688,5.133223087951175],[-72.96494623917057,5.133025450883647],[-72.96500895262389,5.132899648217904],[-72.96491037715961,5.132787396691383],[-72.96489695143049,5.132773889049537],[-72.96481630693418,5.132728978782947],[-72.96472223667136,5.132675068660154],[-72.96441308404043,5.132800789157712],[-72.96394705663555,5.13314218658632],[-72.96394255133906,5.1331467240809046],[-72.96393363085177,5.133155648727139],[-72.9636961114908,5.133366832199272],[-72.96349454422854,5.133510541280703],[-72.96327495555836,5.133663308533184],[-72.96310465480808,5.133694719595745],[-72.96296580103687,5.133717209899859],[-72.96270593431827,5.133703695056393],[-72.96255806966761,5.133564425148835],[-72.96246399850725,5.1333712336066615],[-72.96238785850811,5.133205043852839],[-72.9623788478557,5.13307476278734],[-72.96237443263591,5.132895023296577],[-72.9623027078292,5.132823157919524],[-72.96217727947177,5.132697338992334],[-72.96198913681106,5.132737812643363],[-72.96190398598874,5.132760241235365],[-72.9617695467445,5.132760237321931],[-72.96124981039601,5.132486131288177],[-72.96090488071947,5.132319940122007],[-72.96087343334415,5.132315414228713],[-72.96058220702233,5.132221054103034],[-72.96028205971754,5.132185125191981],[-72.96014761955256,5.132171598576526],[-72.95982503493128,5.132207559556989],[-72.95944424034093,5.132171567243091],[-72.959260510787,5.132023302383258],[-72.95909921792729,5.131915454346254],[-72.9590365029086,5.131870576715268],[-72.95895585641622,5.131839113959698],[-72.95879005795459,5.131771710818874],[-72.95857947571946,5.1317222607810224],[-72.9585301866541,5.131708767571601],[-72.95839574549498,5.131704332374489],[-72.9580821693046,5.131686296047912],[-72.95782680264072,5.131547002044666],[-72.95773714490765,5.131511091676664],[-72.957575851011,5.131448166869029],[-72.9572264105612,5.131263981142564],[-72.95719505280611,5.1312505193895355],[-72.95703375854056,5.131048324246962],[-72.95702483779307,5.131030356692244],[-72.95691283282368,5.130715907694874],[-72.95689490121063,5.130643987968666],[-72.95683669104032,5.130369971961456],[-72.95680082780136,5.129961119450191],[-72.9567874016125,5.129799407348753],[-72.95666647576994,5.129462492238919],[-72.95659474923507,5.129323254336269],[-72.95653203355363,5.129201909773204],[-72.95625873355849,5.129013244224439],[-72.95624530733895,5.129008752495365],[-72.9559361436435,5.1288514996241545],[-72.95555984826066,5.128577444372126],[-72.95544333714102,5.128492066000395],[-72.95529105260599,5.128388752354573],[-72.95492367702631,5.128132590567158],[-72.95482960283492,5.128056228715296],[-72.95472651766279,5.127970912475291],[-72.95460559076916,5.127809176790269],[-72.95445321558661,5.127611443734401],[-72.95417099234064,5.127323923327138],[-72.95405898602318,5.1272116287889276],[-72.95372747224425,5.1269510303158325],[-72.95335108324703,5.126627563254479],[-72.95327043482064,5.126555695859591],[-72.95319429186777,5.1264972431684805],[-72.95296135735725,5.126317561356721],[-72.95268805324736,5.126205222464711],[-72.95260289908352,5.126124371974157],[-72.95247746559284,5.126007513358412],[-72.95231616811874,5.125796407501412],[-72.95214594960396,5.125585212098277],[-72.95196221439461,5.125333622448655],[-72.9519398669931,5.125306659362774],[-72.9516889992445,5.124965243163096],[-72.95135748215414,5.124605817782278],[-72.95122303692871,5.124511480650076],[-72.95087358711926,5.124268896963378],[-72.9505778429642,5.124107143276926],[-72.95056000098327,5.124093671208106],[-72.95041663431013,5.123981294586306],[-72.95031805277627,5.123774660291511],[-72.9502463243219,5.123621922354572],[-72.94993724292007,5.123136708050077],[-72.94964158770989,5.122889642937596],[-72.94954300585422,5.122826688502764],[-72.94892475070544,5.122417834541054],[-72.94878138304487,5.122381920497169],[-72.94868730641858,5.122354912615579],[-72.94849014187393,5.122327995540912],[-72.94813167684835,5.122157207693186],[-72.94768814546705,5.121968519035286],[-72.94746412666103,5.121856164361928],[-72.9473028257809,5.121806777247783],[-72.94704303201017,5.12184269338387],[-72.9466129253615,5.121680952771939],[-72.94655462255663,5.121640485473649],[-72.94640233231874,5.121532685203411],[-72.94617831230026,5.121442787432618],[-72.94615587424171,5.121433773772146],[-72.94586913549182,5.1214427565183716],[-72.94563619379511,5.121393325490713],[-72.94542559988672,5.1212315403123005],[-72.9454031617571,5.121182122572978],[-72.94537630808917,5.121119294650927],[-72.9449417828794,5.1208496681489954],[-72.94461025637113,5.120687947854018],[-72.94459673937948,5.1206879610947675],[-72.9443234256431,5.1207462678212465],[-72.94405461726684,5.120809203462149],[-72.94394260617754,5.1207462687005565],[-72.94389331407247,5.120755235210242],[-72.94379472983164,5.120773244584402],[-72.9436603704394,5.120746284966404],[-72.943597651341,5.120732735882024],[-72.94358422440541,5.120728245307898],[-72.94314960580608,5.120499099431004],[-72.94264334577666,5.120247532422551],[-72.94237453550097,5.119973420626097],[-72.94180113864788,5.11915126541198],[-72.94176977885554,5.119106342398427],[-72.94171156497724,5.119016543009389],[-72.9411650206725,5.118149391812696],[-72.94062289073663,5.117480027483277],[-72.94053331662232,5.1174261112094],[-72.94043473098873,5.117367672561966],[-72.94000470250047,5.116833039440759],[-72.93974481064001,5.11653651271632],[-72.93971795633311,5.116509585891845],[-72.93959251604063,5.1164691272509835],[-72.9393102751408,5.116374754326832],[-72.9389518863894,5.116172534921542],[-72.93871893791737,5.115952429160373],[-72.93860692431561,5.115795188196388],[-72.93836054827555,5.11544023500061],[-72.93799314651612,5.115058388968501],[-72.93798864072697,5.1150583425332625],[-72.937594473963,5.114622543572421],[-72.93731223069403,5.114177810106285],[-72.93731223069403,5.114173304541993],[-72.93722707102131,5.1140025982907344],[-72.93714650723939,5.113387117546303],[-72.93712857413433,5.113256809736186],[-72.93709730384239,5.113122091591774],[-72.93693158023817,5.112439163956073],[-72.93690021980416,5.112187610798079],[-72.93685993786131,5.111868693545576],[-72.93690481573009,5.111235274263031],[-72.936922748852,5.110974684315925],[-72.9369138273493,5.110938704478038],[-72.93686002797753,5.110727629360357],[-72.93682416172291,5.110646703251367],[-72.93678838557913,5.110565856102626],[-72.93677045244712,5.110390655837397],[-72.93676153093872,5.110269382473468],[-72.93673918210816,5.110008769429093],[-72.93649280413527,5.109438226234516],[-72.93628670795411,5.109110306723826],[-72.93614783849841,5.10889012790535],[-72.93612098378576,5.108638562577485],[-72.93609863489506,5.108431942661654],[-72.93598662006053,5.108157826910319],[-72.93588812266047,5.107735568305218],[-72.93580296247848,5.107461500408187],[-72.93557001092559,5.107349178700487],[-72.93543564688953,5.107272831494569],[-72.9353952745822,5.107250353237368],[-72.93526091044758,5.1070796316848925],[-72.9351220403938,5.106877406543514],[-72.93492495472098,5.106679782715269],[-72.9348667391687,5.10653152241966],[-72.9347636453384,5.10629789968772],[-72.93467857487143,5.106127149169248],[-72.93448148883174,5.105763232759041],[-72.9343381124654,5.105632967941288],[-72.93424853598657,5.1055521166767095],[-72.93423060266332,5.105538648822658],[-72.93402450452487,5.105403853100039],[-72.93387671213395,5.105372344957328],[-72.93384084543014,5.105363352072798],[-72.93317334526117,5.104815235309115],[-72.93228181012263,5.104096345401797],[-72.93199063887234,5.103835784236171],[-72.9319772112821,5.103822286908304],[-72.93196819947617,5.103813337957213],[-72.9318875437978,5.103687534918293],[-72.93158745036379,5.103588668791948],[-72.93143064463541,5.103539204660993],[-72.93131412169113,5.103399905770408],[-72.93118426117337,5.1032516935735215],[-72.93076313771702,5.102694582977528],[-72.93017177927756,5.1019847388293735],[-72.92999712909524,5.10169270059219],[-72.92996126180772,5.101638741521489],[-72.92984032232106,5.101301825149567],[-72.92982689460973,5.101117622380832],[-72.92965224417486,5.100955909115443],[-72.92956708176473,5.100879539508178],[-72.92953572036159,5.100852577048554],[-72.92939684697227,5.1007312311447865],[-72.92925797350209,5.100484148096901],[-72.92924454575798,5.100407821454247],[-72.92919975656581,5.100196660276802],[-72.92859055062188,5.099670968657072],[-72.92836651384354,5.099558609567754],[-72.92803054840113,5.099392364328271],[-72.92704490885717,5.099023864629232],[-72.92614433878433,5.098907007640039],[-72.9257904362556,5.098857535860519],[-72.92462112126718,5.098790014902788],[-72.92353236896116,5.098821327920388],[-72.92311123200159,5.098870717704043],[-72.9226900942995,5.098920030652276],[-72.92146687116605,5.099297235844775],[-72.92054392971114,5.099858719410059],[-72.919159375662,5.10074804136006],[-72.91768973707245,5.101426179103029],[-72.91641728069155,5.102014482695649],[-72.91516275229907,5.102373713401094],[-72.91417255344143,5.102656620026473],[-72.91249235135912,5.103182047367842],[-72.91048065368135,5.103410860374874],[-72.90994755682298,5.1034332112770615],[-72.90930684763447,5.103460111364151],[-72.90856276121649,5.10616440401924],[-72.90829823865926,5.106946058305045],[-72.9076214741677,5.10866202953443],[-72.90726294773792,5.109600868575282],[-72.90716876461249,5.109987217917773],[-72.90707467157752,5.11036456291041],[-72.90704321709687,5.1107913377484255],[-72.90702528173212,5.111029441706523],[-72.90726258722842,5.111838133355206],[-72.9075492822374,5.112193051465354],[-72.90759858184758,5.1122559365376645],[-72.90810933242264,5.112669351284148],[-72.90839152007136,5.112858009341529],[-72.9086692911724,5.113037767227653],[-72.90892462039173,5.113213019476003],[-72.9092248324086,5.113419733897567],[-72.90935019852824,5.113451177700802],[-72.90943086181285,5.113469184698544],[-72.91003570039214,5.1139319874755484],[-72.91022830028679,5.114107211751496],[-72.9103671848129,5.114228514153093],[-72.9105105755662,5.1143587972524935],[-72.91095399583156,5.114790098205582],[-72.91110630870077,5.115028213925763],[-72.91141544043934,5.115194483778376],[-72.91152296051027,5.115203527682746],[-72.91161705179846,5.115234959539369],[-72.91176044180352,5.115275449409258],[-72.9120471314305,5.115369789468703],[-72.91218601490193,5.115518050541874],[-72.91223531355801,5.115572007276532],[-72.9122577548076,5.115630346866723],[-72.91229804090099,5.1157291855910785],[-72.91232039201923,5.116048211997262],[-72.91239204175919,5.11647946053614],[-72.9125353411748,5.116955660225481],[-72.91262492579733,5.117094944586306],[-72.91270108171268,5.117216223339988],[-72.91271000412011,5.117225248492106],[-72.91286682213584,5.11734659232089],[-72.91309528957835,5.117440952328944],[-72.91333276931218,5.117440946933761],[-72.91367776791371,5.117652115744614],[-72.91421085646786,5.117975635260418],[-72.91442138781665,5.118371064128813],[-72.91462741275006,5.118761868048735],[-72.91492752749322,5.119458260115323],[-72.91499917645282,5.119619972718243],[-72.91507983783451,5.119808659961843],[-72.91530821304032,5.120307381506177],[-72.91546493922948,5.120891361997195],[-72.91560382071788,5.121390093720245],[-72.9159709865747,5.123128664865631],[-72.91609184295955,5.123663279590348],[-72.91615006309033,5.124103548709186],[-72.91615006309033,5.124130507943898],[-72.91615006309033,5.124435995957864],[-72.91615006309033,5.12445394343213],[-72.91614105068712,5.124817841085094],[-72.91610509119488,5.125114330474844],[-72.91603344256643,5.125388308082197],[-72.91594827530093,5.125509627890912],[-72.91574657746553,5.125792652180182],[-72.91564798158957,5.125913910747387],[-72.91552252864295,5.126066588466576],[-72.91542843888982,5.126125038110041],[-72.91536571236719,5.126160975018934],[-72.91509687135185,5.126291172008578],[-72.91506100182714,5.126309131749908],[-72.91504306706277,5.126318111619555],[-72.91502071619875,5.126331629538645],[-72.91474736856793,5.126506764066765],[-72.91433063224508,5.12680323073532],[-72.9142499706109,5.126866095526269],[-72.91390046659019,5.127140114456403],[-72.91368984465826,5.127391660398315],[-72.91354194955808,5.127566790901097],[-72.9134164955075,5.127719546602836],[-72.91295045836888,5.128388833176149],[-72.91289665359731,5.128456252415739],[-72.91275326427264,5.128649380231062],[-72.91264123848657,5.128802123216819],[-72.91273082306948,5.128977340436843],[-72.91702732879475,5.130968000926301],[-72.92135520994924,5.133430410739381],[-72.92188837151188,5.133830305480904],[-72.92412843014651,5.1355107126065676],[-72.92567850669879,5.137042811895381],[-72.92682096074762,5.137712302216053],[-72.92759157567376,5.137748308065882],[-72.9276408711527,5.137748283235651],[-72.92804415645264,5.137766358086068],[-72.92947344813795,5.137829341683304],[-72.93127014395257,5.137775642455447],[-72.93289650381632,5.138431741620631],[-72.93351029474987,5.138782182885753],[-72.93396718992562,5.139972703065005],[-72.93421348039364,5.141365375004328],[-72.9345136606381,5.142030285037342],[-72.93484520121308,5.142308846748849],[-72.93521251771253,5.142600921345556],[-72.93519909030385,5.142856968130439],[-72.93549926930639,5.142771598391177],[-72.93666420537089,5.142609987177867],[-72.93875660619638,5.143077468725296],[-72.94131046556146,5.144227703785344],[-72.94181231282575,5.144434389507116],[-72.94201840422194,5.144519808771515],[-72.94282934104265,5.144856764671257],[-72.94304435283068,5.145400361578079],[-72.94428539779204,5.145872214419399],[-72.94797740515749,5.146272319657087],[-72.94981442124838,5.147400043763047],[-72.94984577997911,5.147418020495086],[-72.95016837817542,5.147620196263697],[-72.95021316342108,5.14764717621596],[-72.95028480177437,5.147687653799184],[-72.95099271369797,5.148649062068291],[-72.95249819095865,5.149008536115229],[-72.9539722103764,5.149695992024816],[-72.95541495275285,5.149862319775123],[-72.95630658135488,5.150185799427961],[-72.95741320537837,5.151493180301259],[-72.95926807983471,5.1536586216902],[-72.96133802508895,5.155437752336514],[-72.96223413673111,5.156012799915677],[-72.96233271331002,5.15615659999113],[-72.962798653787,5.156848422299187],[-72.96284352675302,5.156754109891452],[-72.96296003423346,5.156507059316086],[-72.96335433909374,5.156075779766579],[-72.96362763090241,5.155963503425874],[-72.96393678455944,5.155842197577695],[-72.96418772944898,5.155810786334049],[-72.9645820322639,5.155765879388375],[-72.96495398824759,5.155599670152532],[-72.96501219642275,5.155568246939147],[-72.96508392040836,5.155536812173895],[-72.96554544030822,5.155334688625863],[-72.96559914307292,5.155325689720183],[-72.96591730467215,5.155280756968094],[-72.96593073034336,5.155280742912726],[-72.96606516722383,5.15526279822402],[-72.96636089204996,5.155307747532106],[-72.96636990255074,5.1553122748793845],[-72.96660732912264,5.15534821168807],[-72.96691647888618,5.155388637297597],[-72.96717634098047,5.155334767469704],[-72.967404936491,5.155289823812767],[-72.9674138568474,5.155289839071491],[-72.96768714396666,5.155262936034793],[-72.96798737198417,5.155235930606976],[-72.96860125239515,5.155177624566879],[-72.96906727063005,5.1550652761226265],[-72.96930469449354,5.155006891412152],[-72.9697797217125,5.154741920031686],[-72.96998578879983,5.154625120340985],[-72.97075202881119,5.154229783769292],[-72.97087745262158,5.154166952726198],[-72.97127624943839,5.153821011795089],[-72.97139725791915,5.153591893468909],[-72.97153619684296,5.15333582764058],[-72.9716347695448,5.15287763917991],[-72.97180956929887,5.152396931221993],[-72.97180956929887,5.152392498179374],[-72.9723069369637,5.151732073216215],[-72.97244137021798,5.1515479643737345],[-72.97254435757213,5.151413133175955],[-72.97277736291635,5.151107677863275],[-72.97314930600575,5.150820167552811],[-72.97362874050462,5.1505236776142285],[-72.97368253153502,5.15049228561784],[-72.97388859521811,5.150366468437407],[-72.97372289732532,5.150155342903456]]]}"
0_00000000000000000019,1366.722498,9.96E-04,0,7.71E-06,85015017,85,0,NULL,85015,0,EOT 2012,3.52E-06,TEGUITA ALTA,CHÁMEZA,CASANARE,0,9786,,63766,0.006051024,0.005049195,1,0.001114268,0.147477586,0,2017,Chameza,VEREDA,1990,"{""type"":""Polygon"",""coordinates"":[[[-72.94282934104265,5.144856764671257],[-72.94201840422194,5.144519808771515],[-72.94181231282575,5.144434389507116],[-72.94131046556146,5.144227703785344],[-72.93875660619638,5.143077468725296],[-72.93666420537089,5.142609987177867],[-72.93549926930639,5.142771598391177],[-72.93519909030385,5.142856968130439],[-72.93521251771253,5.142600921345556],[-72.93484520121308,5.142308846748849],[-72.9345136606381,5.142030285037342],[-72.93421348039364,5.141365375004328],[-72.93396718992562,5.139972703065005],[-72.93351029474987,5.138782182885753],[-72.93289650381632,5.138431741620631],[-72.93127014395257,5.137775642455447],[-72.92947344813795,5.137829341683304],[-72.92804415645264,5.137766358086068],[-72.9276408711527,5.137748283235651],[-72.92759157567376,5.137748308065882],[-72.92682096074762,5.137712302216053],[-72.92567850669879,5.137042811895381],[-72.92412843014651,5.1355107126065676],[-72.92188837151188,5.133830305480904],[-72.92135520994924,5.133430410739381],[-72.91702732879475,5.130968000926301],[-72.91273082306948,5.128977340436843],[-72.91264123848657,5.128802123216819],[-72.91262780980877,5.128815579927324],[-72.91239023925027,5.129291705967793],[-72.91234094062608,5.1293501602569105],[-72.91229164199176,5.129408538198872],[-72.91218862854208,5.129529832338499],[-72.91216618728602,5.129790354780596],[-72.9122244083717,5.129893684647239],[-72.91226920074534,5.129974573709185],[-72.9123050706884,5.130037422414374],[-72.91231399311059,5.130055462922262],[-72.91231399311059,5.130064399233336],[-72.91234535677381,5.130360920809273],[-72.91239005899936,5.1306664401969035],[-72.91223774694663,5.130855052168815],[-72.91214356577677,5.130967348658697],[-72.91209877337965,5.1309808634718035],[-72.91164174624919,5.131106520013463],[-72.91115335443135,5.131380487234139],[-72.91074111815621,5.131717415098682],[-72.91025714068819,5.132022818995606],[-72.91001064527048,5.1324091233863856],[-72.90992998218108,5.132597790591434],[-72.9100599443743,5.132799943036229],[-72.91017638755551,5.1329976778328],[-72.910212257812,5.133065036619497],[-72.91023911543772,5.133150403963141],[-72.91029733699185,5.13337052936085],[-72.9103196882968,5.13359066593321],[-72.91033311710402,5.133707441638848],[-72.91032410448182,5.133824290157457],[-72.91029715673939,5.1341207599427525],[-72.91024785768435,5.134291425370062],[-72.9102389351852,5.13432288020259],[-72.9099610757774,5.13455648666479],[-72.90976396934626,5.134727150627088],[-72.90957569515065,5.1349697055358545],[-72.90946366787836,5.135108939788202],[-72.90920374277454,5.135477323939161],[-72.90916787236705,5.135562656032055],[-72.90911857307967,5.135679472842483],[-72.90911857307968,5.135989445925111],[-72.90902439068344,5.136380252611834],[-72.9089616624832,5.136411684551073],[-72.9088586476015,5.136465538985483],[-72.90863008599109,5.136667731347602],[-72.90858979928086,5.136699167480563],[-72.90838358889957,5.136847356339543],[-72.908146104259,5.137085435445744],[-72.908146104259,5.1372741118646434],[-72.908146104259,5.137422379906791],[-72.908146104259,5.13751221174576],[-72.90813258520218,5.137539111412612],[-72.90801163467316,5.137799714516618],[-72.90784129440586,5.137956909210965],[-72.90771583736966,5.138073703437711],[-72.90691821028052,5.138666523893757],[-72.90635806718485,5.139263951006067],[-72.90599052608056,5.1399647509755235],[-72.90572609081302,5.14060261413452],[-72.90571716814554,5.140616043276341],[-72.90547959073561,5.141474124041503],[-72.90535404233553,5.141806499108432],[-72.90527788408524,5.14200868285832],[-72.90495513506613,5.142794772140098],[-72.90473107615072,5.143252943941546],[-72.90428728385974,5.144137863323208],[-72.90397805279959,5.144901580953082],[-72.90396462363638,5.145031850292672],[-72.90394218161029,5.145175547379961],[-72.90395552064614,5.14554391902194],[-72.90395552064614,5.145853940699922],[-72.90398679527456,5.146051601265579],[-72.90400473086653,5.146150418588861],[-72.90399121157623,5.146482839143371],[-72.90399121157623,5.146496361726903],[-72.90391054646152,5.1468871418117565],[-72.90387016882967,5.147044408180905],[-72.90383880405739,5.147183663102393],[-72.90337274829407,5.147992232128259],[-72.90260187511328,5.14918253651459],[-72.9023598782866,5.149550941345926],[-72.90220296326781,5.149847347385355],[-72.90234185244243,5.150058524510548],[-72.90328703575481,5.151262671830583],[-72.90354669688637,5.152852955018873],[-72.90365845653716,5.1546814378414085],[-72.9033715766192,5.155674141006539],[-72.90256924836726,5.157250904154871],[-72.9028288201465,5.1595330814066],[-72.9069687718053,5.160539921795006],[-72.91282464350722,5.1640942948081054],[-72.91391335444737,5.164584081925631],[-72.91570097462485,5.166057833436812],[-72.91714358833948,5.1679178290789505],[-72.91916406205257,5.170604541804176],[-72.92014964399758,5.171732296136734],[-72.92092028045067,5.171983944480688],[-72.92179410401992,5.172037935571257],[-72.92290972045247,5.172258204971192],[-72.92404786193899,5.172613253431465],[-72.92507388791977,5.17323781196902],[-72.92584441836608,5.174697918952749],[-72.9269107202566,5.175497696217789],[-72.9275110987548,5.17585713222645],[-72.92926752612495,5.176436843015942],[-72.92980968190487,5.176356086765554],[-72.93118534259368,5.176679662112514],[-72.93140036489666,5.1770570720639055],[-72.93254738755145,5.177879240816493],[-72.93269067487743,5.178032049536865],[-72.93246231629327,5.1764776648246125],[-72.93235047998499,5.175035557753247],[-72.93224314952214,5.173341951257693],[-72.93219403523041,5.171881936377009],[-72.93227036514365,5.170255715535953],[-72.93264696774625,5.168099370476095],[-72.93328337883206,5.1668325722754025],[-72.93525063713034,5.164204719527135],[-72.9369356354664,5.162488811730611],[-72.93832486247831,5.160382026357916],[-72.9391360822345,5.15795621812829],[-72.93907786771177,5.157161075823778],[-72.93769810726323,5.154528412725399],[-72.93657814430323,5.152156290485634],[-72.93742064026509,5.150615526933437],[-72.93884122462919,5.148477271020306],[-72.93993909875664,5.147556487280403],[-72.94178518840918,5.146837853088602],[-72.94242148495418,5.1458540628221625],[-72.94304435283068,5.145400361578079],[-72.94282934104265,5.144856764671257]]]}"
